text,label
bưu kiện mắc kẹt,8
bạn trai bên tây,8
người yêu việt kiều,8
cục hải quan dọa phạt,8
phí chuyển phát quốc tế,8
quà to,8
tiền phạt hải quan,8
đóng lệ phí nhận quà,8
thủ tục nhận quà,8
phí lưu kho bãi,8
nhân viên giao nhận,8
tiền mặt trong thùng,8
hứa hẹn gửi quà,8
kẹt thẻ visa,8
lộ hàng,9
clip sex,9
clip đen,9
dọa tung clip,9
video nhạy cảm,9
tung lên fb,9
gửi sếp xem,9
web sex,9
gửi danh bạ,9
ảnh phòng the,9
ảnh giường chiếu,9
quay lén camera,9
bóc phốt ngoại tình,9
đòi chuộc ảnh,9
tiền chuộc video,9
hacker nhòm ngó,9
phần mềm xem trộm,9
uy hiếp tung facebook,9
bêu rếu mạng,9
làm nhục,9
dọa công khai,9
chặn liên lạc thì tao đăng,9
phốt cho nghỉ việc,9
gửi cho cả làng xem,9
clip 18+,9
quyên góp từ thiện,10
cháu bé ung thư máu,10
hoàn cảnh bi đát,10
mổ tim bẩm sinh,10
xin mạnh thường quân,10
ủng hộ đồng bào,10
lũ lụt miền núi,10
lập quỹ mạo danh,10
tiền từ thiện,10
bão lũ quét,10
chia sẻ giúp đỡ,10
cứu khổ cứu nạn,10
bữa ăn nghèo,10
cơm có thịt báo mạng,10
mượn danh từ thiện,10
giả danh nhà chùa,10
quỹ tấm lòng vàng,10
mẹ góa con côi,10
chuyển tiền quyên góp,10
mặt trận tổ quốc,10
sao kê từ thiện,10
lừa đảo lòng thương,10
hình ảnh thương tâm,10
đánh vào lòng mủi lòng,10
tiền cứu trợ,10
chơi coin,11
lướt sóng,11
đu đỉnh,11
bắt đáy,11
sàn ảo,11
forex,11
chứng khoán phái sinh,11
robot đọc lệnh,11
chuyên gia tài chính,11
nhóm vip báo lệnh,11
cam kết lời 50%,11
bao lỗ bao thắng,11
không rủi ro,11
siêu lợi nhuận,11
cày cuốc sàn,11
cháy tk,11
bay acc tài khoản,11
nạp rút không giới hạn,11
nạp usdt,11
mua đô la ảo,11
làm giàu nhanh,11
x2 tài khoản,11
phí nâng cấp tk,11
nạp tiền mở khóa,11
mã đáo thành công,11
làm nhiệm vụ kiếm tiền,12
xem tiktok thả tim,12
đánh giá shopee,12
chốt đơn ảo,12
mua giỏ hàng,12
nhận hoa hồng cao,12
việc nhẹ lương cao,12
ctv online tại nhà,12
nạp cọc nhận nhiệm vụ,12
nhiệm vụ đa nền tảng,12
hoàn tiền mua hàng,12
ứng vốn chốt đơn,12
telegram nhận việc,12
tuyển nhóm trưởng,12
làm giờ rảnh,12
nhận lương liền tay,12
chuyển khoản trước nhận việc,12
mua sản phẩm lấy hoa hồng,12
làm view ảo,12
cày view,12
tương tác dạo,12
trúng xe sh,13
quay số dạt giải,13
phần thưởng khủng,13
tri ân khách hàng,13
vòng quay may mắn,13
lô hàng kỷ niệm,13
trúng iphone 15,13
giải đặc biệt,13
đóng phí nhận giải,13
thuế thu nhập cá nhân trúng thưởng,13
bưu điện gửi quà,13
trúng vàng 9999,13
giải thưởng chục củ,13
mã dự thưởng,13
bốc thăm may mắn,13
sự kiện vàng,13
voucher khủng,13
gửi quà tận nhà,13
thẻ cào trúng thưởng,13
nhắn tin nhận quà,13
quay thưởng trúng lớn,13
tiền mặt chục triệu,13
soi cầu chuẩn,14
số lộc,14
lô xiên 3,14
lô bạch thủ,14
đánh đề trúng 100%,14
bảo hành số,14
mua số vip,14
lộc lá miền bắc,14
số sập mâm,14
số nuôi khung,14
thầy soi cầu,14
cho số bao nổ,14
rước lộc thần tài,14
bao lô 3 càng,14
lô gan,14
con đề,14
tạch lô,14
vào bờ,14
về bờ an toàn,14
chốt số lộc,14
xin số,14
lô rơi,14
giải mã giấc mơ,14
phím số chuẩn,14
xklđ nhật bản,15
đi hàn quốc,15
trốn visa,15
làm hồ sơ siêu tốc,15
đóng cọc chống trượt,15
mộc giả,15
visa chui,15
bảo lãnh đi mỹ,15
định cư diện tay nghề,15
đơn hàng đi bưng bê,15
thi chứng chỉ giả,15
đóng phế xklđ,15
làm visa sang anh,15
trồng cỏ bên anh,15
rớt visa,15
làm visa ảo,15
thủ tục vượt biên,15
đi thùng xốp,15
đi chui,15
môi giới xklđ,15
phí dịch vụ làm hs,15
đi đài loan,15
bay mộc bài,15
báo khóa thẻ,16
trừ vô số tiền,16
cảnh báo trừ tiền lạ,16
mở thẻ tín dụng đen,16
hạn mức trăm củ,16
nâng hạn mức trả góp,16
báo lỗi chuyển khoản,16
liên kết ví trừ tiền,16
ngân hàng thông báo tài khoản bị khóa,16
mã otp lạ gửi về,16
khoản vay tín chấp hồ sơ nhanh,16
không chứng minh thu nhập,16
lãi suất cắt cổ,16
hệ thống báo giao dịch lạ,16
tra mã số pin,16
quên pass thẻ atm,16
thẻ visa mastercard,16
lỗi sms banking,16
ship giao hàng,17
anh shipper gọi,17
đơn hàng bị hoàn,17
hàng boom,17
khứa giao hàng,17
tiền chuyển hoàn,17
cọc tiền chống bom hàng,17
nhận giùm bưu kiện,17
đồng kiểm,17
giao sai mẫu,17
shop lấy tiền ko gửi,17
gọi ship bảo chuyển trước,17
đứng chờ ở công,17
thu hộ cod,17
phí giao nhận,17
bưu tá gọi không nghe,17
mã vận đơn giả nhận,17
bù tiền cước,17
ship hỏa tốc,17
app ảo giao hàng,17
bị hoàn đơn,17
phí kho bưu cục,17
shop lừa giao rác,17
tự động trừ tiền gói mạng,18
gửi link hủy dịch vụ,18
app nhạc trừ tiền tháng,18
gia hạn app tinder,18
netflix trừ tiền,18
bấm linh tinh mất tiền,18
tổng đài thu phí ngầm,18
tải phần mềm tốn cước,18
dịch vụ vip gia hạn,18
game mobile hút máu,18
xóa app vẫn trừ tiền,18
bấm cú pháp hủy thì mất tiền,18
dính bẫy đăng ký trừ phí,18
lỗi app store,18
tải ứng dụng lạ mất phí,18
mã gỡ dịch vụ ảo,18
tin nhắn trừ tiền đều,18
tín dụng đen,19
bốc bát họ,19
lãi mẹ đẻ lãi con,19
dồn nợ,19
gọi phá máy,19
khung bố sếp,19
chửi rủa vợ con,19
dán cáo phó,19
ghép mặt mắm tôm,19
tạt sơn nhà,19
dân giang hồ siết nợ,19
nợ xấu cic,19
fe credit réo tên,19
cho vay nặng lãi,19
chém mướn đòi nợ,19
cắm sổ đỏ,19
cày trả nợ,19
vay nóng vay nguội,19
giang hồ mạng tìm nhà,19
hăm dọa người nhà,19
app vay chui,19
lãi cắt cổ gọt da,19
hỗ trợ lấy lại tiền lừa đảo,20
làm hồ sơ truy vết,20
nộp phí chạy tool lấy lại tiền,20
hiệp sĩ mạng chống lừa đảo,20
điều tra viên an ninh mạng,20
thu hồi vốn 100%,20
đánh sập sàn lừa đảo,20
đòi lại tiền mất,20
phá mã lấy lại tiền,20
luật sư tư vấn mạo danh,20
chuyển cọc chạy phần mềm,20
báo cảnh sát mạng c50,20
truy địa chỉ ip,20
hack ngược lại lừa đảo,20
nộp phí bảo lãnh lấy tiền ra,20
khóa học làm giàu,21
dạy cách tư duy triệu phú,21
chốt sale bùng nổ,21
mô hình đa cấp x,21
hoa hồng đội nhóm,21
mồi nhử con mồi,21
tuyển ref khóa học,21
bán bí quyết làm giàu,21
lên sếp lên leader,21
thu nhập thụ động mỗi tháng tỷ,21
chiêu trò ponzi,21
nghe diễn giả chém gió,21
phễu marketing lừa đảo,21
đóng phí gia nhập,21
mua tài liệu độc quyền,21
đầu tư đổi đời,21
tiền cọc học phí,21
học xong giàu ngay,21
tẩy não làm giàu,21
chém gió không,22
cafe trà đá,22
hôm nay ăn gì,22
đi bát phố,22
ra lượn hồ,22
đi trà chanh,22
mệt vãi,22
chán vớ vẩn,22
nhảm nhí,22
thôi bỏ đi,22
mai qua đón,22
tý gọi lại,22
đang đi đường,22
chuẩn bị về quê,22
sắm tết chưa,22
mưa to quá,22
làm cốc bia không,22
đi nhậu chứ,22
dạo này sao rồi,22
sức khỏe tốt chứ,22
hẹn cuối tuần,22
chúc mừng sinh nhật,22
vui vẻ nhé,22
vâng thưa sếp,22
ừ được rồi,22
nhập kho,0
thụ án,0
dựa cột,0
ra vành móng ngựa,0
ăn cơm cân,0
tước đăng ký,1
giữ hộ chiếu,1
cấm xuất cảnh,1
dính phốt thuế,1
trát hầu tòa,1
tịt sim,2
bay sim,2
sập tổng đài,2
mất vạch sóng,2
kiện cước gọi,2
rp sập kênh,3
report bay,3
mất luôn cái fb,3
đăng xuất vĩnh viễn,3
tịt ngòi nick,3
tai nạn bét nhè,4
đập bánh chè,4
ngỏm củ tỏi,4
dặt dẹo,4
hấp hối,4
phanh thây,5
xin đểu,5
dọa bóp cổ,5
thịt luộc mày,5
nện cho trận,5
cú chót trót lọt,6
hoa hồng ngầm,6
rút ruột,6
sếp tổng giục,6
quỹ đen cty,6
xoay tiền nóng,7
hết hơi,7
cày tiền sùi bọt mép,7
bí rì rì,7
đáo hạn bốc họ,7
hải quan tóm,8
quà khủng,8
phí nhận hàng xách tay,8
kẹt đồ tây,8
lót tay hải quan,8
phím clip,9
rò rỉ phòng the,9
ảnh bôi nhọ,9
tống tiền tung mạng,9
bóc phốt cắm sừng,9
phông bạt từ thiện,10
sao kê lỏ,10
từ thiện ảo,10
ẵm tiền bão,10
làm màu quyên góp,10
đu đỉnh nhót ruột,11
xả hàng,11
lùa gà lùa vịt,11
úp sọt,11
vớt đáy sịt,11
đa cấp nhiệm vụ,12
chốt đơn ma,12
bơm view dạo,12
lùa ctv,12
nạp cọc xịt,12
húp giải to,13
trúng xe xịn,13
trao chục củ,13
quà khủng ảo,13
lươn lẹo nhận thưởng,13
soi kèo lô đề,14
nổ bát họ lô,14
tịt lô,14
đề về chớp nhoáng,14
xiên gãy,14
xuất khẩu visa,15
đi cày nhật,15
chui container,15
visa lậu,15
cò mồi xkld,15
phong tỏa nhà băng,16
nợ xấu cic đen,16
tín dụng gãy,16
mã otp xịt,16
bay sạch tài khoản,16
boom hàng,17
hoàn đơn khống,17
bưu cục ảo,17
đòi ship ứng trước,17
cước ship rởm,17
tổng đài bóp cước,18
dịch vụ ma xó,18
nhắn tin vớ vẩn,18
đăng ký nhầm,18
sim bị thịt tiền,18
đòi nợ máu,19
siết nợ chém giết,19
ném mắm tôm sơn cổng,19
bôi nhọ gán nợ,19
tín dụng tróc nã,19
500 anh em mạng,20
tóm ip mạng,20
thợ săn ảo,20
cứu nick lừa,20
hacker rỏm mõm,20
khóa học phông bạt,21
lên đời lùa gà,21
đa cấp mõm,21
úp sọt học viên,21
chuyên gia rởm,21
chém gió kinh,22
đi hóng gió,22
uống nước vỉa hè,22
la cà quán xá,22
lượn lờ Hồ Gươm,22
