text,label
"ae ơi dân ở huyện xxx bị lũ quét mất hết nhà cửa, c.k vào stk t t chuyển cho bà con",10
t nhận sms trúng vespa primavera chương trình honda 2026 đóng 6 cu thuế lấy xe,13
"Hội cựu chiến binh quyên góp xây nhà tình nghĩa, ck vào stk chủ tịch hội",10
"con ơi mai đi du lịch nhớ mang giấy tờ CCCD theo nha, lên máy bay cần đó",22
thẻ b.h.y.t bay màu r bấm dzô link t gửi gia hạn online,1
anh ơi bên hải quan gọi báo đơn hàng amazon anh tới r ra bưu điện lấy,22
cay đỏ zé luôn viet c0m bank báo trừ 20 củ m gửi t cái otp xác minh lại vs,16
ae fund raising cứu bé ung thư ck momo 0345xxx tao chuyển thẳng viện phí,10
"ê t mới hủy gói cước Vina 120k vì xài hết data quá nhanh, đổi gói 90k r",22
m ơi hôm nay ngày nộp BHXH tháng r t đóng online r xong rồi,22
"Tài khoản đã bị khóa do nghi ngờ rửa tiền, truy cập web xác minh danh tính mở lại",16
"Cô là cô giáo con nhe, con ngã cổ rồi mẹ c.k viện phí nhanh khum trễ",7
m ơi t share link vnexpress bài về cách chống scam điện thoại hay lắm,22
SMS Viettel chúc mừng TB 0912xxx trúng 500 triệu CT Tri ân 30 năm liên hệ 1900xxx,13
Sacombank alert thẻ visa bị charge 800 đô lúc nửa đêm đọc OTP hủy giao dịch,16
"ê bạn t chạy grab nè, nó kể khách hôm qua bom tiền ship 200k nó chịu luôn",22
"dạ chị, em nhận đơn hàng Tiki của chị sáng nay r ạ, hàng nguyên vẹn nha chị",22
"con ơi mẹ chuyển tiền ăn trưa cho con r nha, 50k momo check dùm mẹ",22
bạn t làm VCB thiệt nè hỏi dùm t mở tk tiết kiệm lãi suất bao nhiêu,22
dạ chị bên giao hàng tiết kiệm báo đơn chị đang trên đường giao ạ,22
"Thẻ credit bị trừ âm 10 củ, đọc mã otp cho em hold giao dịch trên hệ thống",16
app zalo random drop 50 triệu cho 500 user lucky nạp 1 triệu phí xác minh nhận tiền,13
ship grab tới quán cf Highlands tầng 1 nha m t ngồi ở đây r,22
"bồ ơi quên cái áo khoác ở nhà t nè, rảnh ghé qua lấy nha",22
m ơi t coi trên tiktok có clip nói về lừa đảo BHXH giả mạo hay lắm,22
"Nhắc họp team standup 9h sáng mai nhé mn, chuẩn bị slide sprint review cho sếp duyệt",22
cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi chằm zn,12
"Em ơi anh bị tai nạn đang nằm cấp cứu, gọi video nè em coi mặt anh, ck 15 triệu liền",7
anh ơi em đặt phòng họp lúc 10h sáng mai ở Regus Bitexco r nha,22
"Quỹ phẫu thuật nụ cười trẻ em nghèo cần ủng hộ 2 triệu mỗi ca, ck vào tk hội trưởng",10
Agribank thông báo quý khách trúng gói tín dụng ưu đãi 500 triệu bấm link đăng ký,16
"Mày ơi tao dùng nick phụ nè gọi video, quên ví ck tao mượn 2 triệu tí trả nha",7
Lazada LazMall tặng quà VIP iPhone 16 Pro Max cho 100 khách đầu tiên đóng phí ship,13
chị hai ơi em bị kẹt ở Phnom Penh mất cmnd ck em 15 tr qua WU về nước gấp,7
"Chị ơi giáo viên chủ nhiệm gọi báo bé hôm nay ngoan lắm ạ, điểm kiểm tra toán 9 điểm",22
mãi keo vs anh giao thông nè m phạt nguội 5 chẹo ck lẹ,0
"Cháu ơi bà ngoại đây, bà bị té gãy xương nằm viện, chuyển 10 triệu viện phí gấp nha",7
"m ơi cuối tuần đi spa Zen khum, t book slot massage 2 người 400k",22
tao bên bộ c.a gọi nè m dính án ma tuý ra phường gấp lẹ,0
tải cày pi ảo tưởng lm tỷ phú r nè kkk c.k t ít làm vốn sàn forex đi m,11
alo chị em shipper giao hàng nhanh nè đơn chị bị lỗi địa chỉ cung cấp otp xác nhận,17
"ê ship shopee giao hàng r nha m, ra cổng lấy dùm t t đang kẹt xe",22
c.c.c.d gắn chip bị lỗi nhận diện tải app này cập nhật bruh,1
cày game P2E một ngày lụm 2 triệu mua account seed 8 triệu t kéo ROI trong 4 ngày,12
"Chùa Linh Ứng quyên góp xây tượng Phật lớn nhất Đông Nam Á, phật tử ck vào stk sư trụ trì",10
"m ơi t mới cài VNeID thành công r nè, quét CCCD gắn chip vào ez lắm",22
bà ngoại đây cháu ơi bà bị té gãy xương ck 15 tr viện phí bruh,7
"ba ơi con nộp tiền nước tháng này r nha 150k, hóa đơn điện tử send email ba r",22
"bạn t bên ngân hàng Techcombank nè, nó giới thiệu gói vay mua nhà lãi 7.5%/năm",22
"anh ơi tối nay đi ăn cưới bạn Hùng nhé, em chuẩn bị phong bì 500k r",22
"Thẻ visa bị charge 800 đô mua hàng amazon, đọc mã otp để chặn giao dịch gấp",16
sáp nhập xã sổ hộ khẩu bị khoá cài app link t gửi mở,1
"t gửi m 200k tiền nợ hôm trước momo r nha, check dùm thanks",22
"anh ơi bên bưu điện gọi báo đơn hàng amazon anh tới r đó, ra lấy nha",22
"ê m t vừa làm thuế TNCN online xong r nè, được hoàn thuế 2 triệu",22
hải 9 bắt đơn hàng gửi về nộp 2 chẹo thuế vô stk nha,17
cam dt hư gọi vid mờ ảo m ck dùm 1 ít mượn gấp nha,7
sacombank gọi nè ông thẻ visa bị charge 800 đô mua hàng amazon đọc mã otp,16
"ê m tao mới rút BHXH một lần r nè, được 25 triệu đóng 5 năm á",22
tôi bên sở TTTT số đt anh đang mạo danh lừa đảo trong 2 tiếng nữa khoá sim,0
"ê t đặt nowfood ship bún bò Huế tới chỗ m r nha, 15 phút nữa tới",22
Viettel trân trọng thông báo quý khách trúng 100 triệu chương trình tri ân 30 năm,13
ê Lazada tặng airpods pro 3 cho VIP member nè ck 1.5 cu phí bảo hiểm hàng,13
bot tele signal crypto free win rate 95% nạp 10 tr copy trade lẹ,12
"m ơi grab giờ tăng giá ghê, t chạy xe máy qua đón m đi cf luôn nha gần mà",22
"con ơi mẹ nạp tiền điện thoại cho con 100k Viettel r nha, xài tiết kiệm",22
đầu tư mỏ bitcoin cloud mining lợi nhuận 150% năm nạp 5 triệu VNĐ mua hashpower,11
tải app check l.y.n.k shipper bom hàng đi má coi cho lẹ nèk,17
bruh c.a phường gọi m có lệnh truy nã quốc tế ck 25 tr bảo lãnh,0
m ơi t share link bài báo trên vnexpress về cách chống lừa đảo qua đt nè hay lắm,22
thương bé ung thư quá c.k mạnh vô stk 12344 nhi đồng lẹ lên m ơi ét ô ét,10
"Việc nhẹ lương cao bấm follow tiktok, vốn nộp 15 triệu crypto vào tk tổng được lãi 30%",12
"dì ơi thằng cu nhà dì bị ngã xe ở trường r nè, ck 8 triệu viện phí gấp dì",7
"t bị cướp r m ơi, gọi vid cho m coi vết thương nè, ck mượn 5 củ đi viện lẹ",7
"t video call m đây nè m tin t đi, t bị ngộ độc rượu đang ở cấp cứu ck 7 tr",7
"bạn t làm shipper grab thiệt nè, nó kể chuyện ship hàng cười muốn xỉu",22
Grab express báo kiện hàng quốc tế bị giữ ở hải quan ck phí thông quan 500k,17
"dạ chị, đơn hàng Lazada của chị giao thành công sáng nay r ạ, chị xác nhận giúp em",22
"ê t đang nằm viện nè gọi vid cho m coi, bị sỏi thận phải mổ ck 12 tr lẹ đi",7
"ae ck giúp gia đình 4 người bị nhà sập do bão, c.k momo t t chuyển tới nơi",10
khóa học dropship 10 triệu cam kết có đơn hàng đầu tiên trong 30 ngày,12
đ.ạ.i ú.y CA quận 7 CMND m dính phong toả ck giải toả gấp,0
quỹ nhân ái ck vô stk cá nhân hội trưởng cứu bà con lũ lụt,10
"Chương trình áo ấm vùng cao thiếu quỹ, ae doanh nhân ck vào tk cá nhân 0976xxx",10
ê m cày task like sub share telegram mỗi ngày 200k nạp 300k active,12
ê m cày task trên app kiếm tiền online nè mỗi ngày 100k nhưng nạp 300k active acc,12
"mẹ ơi con mua quà sinh nhật cho ba r nha, cái đồng hồ Casio 1.2 triệu",22
"group fb từ thiện kêu gọi ủng hộ người vô gia cư mùa đông, c.k vào tk admin nhóm",10
"bạn t kể bị mấy đứa gọi bảo ngân hàng khoá thẻ đòi OTP á, may nó cúp kịp",22
"con ơi mẹ mua vé xe Phương Trang đi Đà Lạt cho con r nha, 280k/vé",22
"ê m nhóm pump coin nè, nạp 20 triệu vào Mexc mua token XXX rồi dump kiếm x5",11
mua tiktok xốp bắt c.k trước hả share qr tao phang momo 50k r ném hàng,17
"m ơi c.k dùm t 500k vô quỹ từ thiện trường t nè, t lo cho tụi nhỏ vùng cao",10
"bồ ơi t book vé máy bay đi Đà Nẵng r nha, Vietjet 1.5 triệu 2 người khứ hồi",22
"ê nhóm mình thi cuối kỳ tuần sau r nha, cuối tuần ôn thi ở thư viện khum",22
"m ơi cuối tuần đi picnic ở Suối Tiên khum, t mua vé online r mỗi đứa 200k",22
"Cô ơi cháu bé nhà mình té cầu thang chảy máu đầu, cô chuyển 20 triệu cấp cứu liền nha",7
"ae hảo tâm ủng hộ xây nhà tình thương cho cụ bà neo đơn 85 tuổi, ck momo admin",10
anh ơi em bán cái laptop cũ trên Chợ Tốt r nha người ta ck vô vcb em,22
sổ b.h.x.h bị khoá r ô tê bê gửi r đó điền vô verify,1
"app chạy bộ kiếm tiền health coin nè m, mua giày NFT 3 triệu chạy 1km lụm 500k",11
con ơi mai đi du lịch nhớ mang CCCD theo lên máy bay cần đó,22
đọc OTP cho t t khoá thẻ dùm m ngân hàng báo tk bị hack,16
"Em là y tá bệnh viện, người nhà anh bị tai nạn cần ck 30 triệu tạm ứng mổ gấp",7
Join group VIP signal forex lợi nhuận 200% nạp 10 triệu vào sàn MT4 copy trade,11
em ship nè chế ơi hàng COD 500k chế ko có nhà chuyển momo em t để cổng nha,17
đầu tư bất động sản metaverse nè mua đất ảo 5 triệu bán lại 50 triệu sau 3 tháng,11
Alo tôi thiếu tá CA huyện bà bị tố cáo lừa đảo đóng 10 củ nộp phạt,0
tk tpbank m bị ai đó đăng nhập lúc 3h sáng đọc otp gấp t lock acc cho m,16
ê t mới report cái số 028xxx cho cục ATTT vì nó gọi lừa đảo đòi tiền,22
bồ ơi t mới mua bảo hiểm xe máy online 66k/năm trên app ví MoMo chính thức,22
tuyển CTV tiktok shop review sản phẩm lương cứng 8 triệu cộng hoa hồng cọc 2 triệu,12
"ba ơi con bị cảnh sát bắt r nè, ck 30 triệu tiền bảo lãnh vô stk này gấp ba",7
Sàn forex uy tín lãi 200% tuyển đại lý nạp 5 triệu kéo lời,11
lũ miền trung kinh quá m ơi ae ck vô stk t đi t lo cho tụi nó 1 lèo xong luôn,10
Em shipper grab nè đơn anh bị hoàn do sai địa chỉ click link tra cứu đơn hoàn,17
anh ơi em ship nhanh đơn anh bị lỗi ck 100k phí xử lý vào momo em,17
m ơi app vcb bảo tk m bị đăng nhập ở Hà Nội lúc 4h sáng click link khoá gấp,16
quay trúng air jordan limited trên tiktok shop nè c.k t 1 cu ship quốc tế lụm r,13
"con ơi ba đây ba gọi vid cho con nè, ba bị đột quỵ đang nằm viện ck 30 tr mổ",7
"dạ chị, em bên giao hàng tiết kiệm báo đơn của chị đang trên đường giao ạ",22
"ê m t vừa hoàn thành khóa học Python trên Coursera r nè, có certificate luôn",22
"dạ sếp, em push code lên nhánh develop r ạ, sếp merge vào main giúp em",22
mb bank báo tk m bị hack gửi mã 6 số cho t khoá tk an toàn,16
"dạ anh, em HR nhắc anh ký hợp đồng mới trước thứ 2 tuần sau nha",22
"ê bạn t làm ở bưu điện chính thức nè, nó bảo hàng m sắp tới r 2 ngày nữa",22
m ơi t mới update app Techcombank trên CH Play phiên bản mới r,22
"t vừa đổi CCCD gắn chip ở công an phường xong r m ơi, nhanh lắm 15 phút thui",22
"dạ sếp em gửi file báo cáo doanh thu Q1 qua email rồi ạ, sếp check và duyệt giúp em",22
"nick mới t nè m ơi gọi vid cho m coi mặt, t đang kẹt xa mượn 4 tr taxi về",7
cán bộ thuế bảo app d.v.c bị lỗi tải file .exe cài lại lẹ,1
"quỹ phẫu thuật dị tật cho trẻ em nghèo thiếu vốn, c.k vào vcb t nha ae giúp với",10
"Chùa quyên góp phóng sinh cá chép mùa Vu Lan, phật tử ck tiền vào stk sư thầy cá nhân",10
đầu tư máy đào tiền ảo tại nhà ROI 3 tháng mua máy 15 triệu t ship COD,11
"ê cuối tuần đi leo núi Bà Đen khum, t thuê xe 7 chỗ 1.5 triệu chia nhau",22
"t đây nè m, deep fake đâu gọi vid nhìn mặt t liền, mượn 3 củ mai trưa trả",7
tải bot telegram kiếm xu xem ad mỗi ngày 300k nạp 500k unlock level VIP,12
"Dạ bác, cháu bên quản lý tòa nhà gọi nhắc bác đóng phí dịch vụ tháng 4 ạ",22
"ê m tao vừa đi phỏng vấn xong, mấy thằng bảo việc nhẹ lương cao nên t biết scam liền",22
bưu tá gọi gói quà kẹt hải quan nộp 5 tr thuế mới ship nha bruh,17
app vneid fake trên fb quảng cáo tải free quét mặt đồng bộ kkk,1
má VNeID login r nè con hướng dẫn má quét mã QR trên app chính thức,22
VCB thông báo tài khoản bị trừ 15 triệu giao dịch bất thường đọc OTP,16
Ship shopee giao sai hàng r chị ơi quét mã QR hoàn tiền bồi thường nha chị,17
quỹ nhân ái xã hội vn kêu gọi ủng hộ dclm ae c.k gấp vào stk nè nha,10
"Dạ thầy, em gửi slide thuyết trình đồ án cuối kỳ qua Google Drive r ạ",22
"Tổ chức từ thiện ABC kêu gọi ủng hộ trẻ em vùng cao, donate qua link cá nhân",10
"Sàn ngoại hối Forex lãi suất 200% mỗi tháng, tuyển đại lý nạp 5 triệu kéo lời",11
"bạn cũ đây nè gọi vid cho m coi, t bị mất việc hết tiền mượn 5 tr tiền trọ",7
"ê hội cũ cuối tuần đá bóng sân Thống Nhất khum, t book sân 7 người r nha 150k mỗi đứa",22
"Sàn giao dịch quyền chọn nhị phân lợi nhuận 90% mỗi lệnh, mở tài khoản nạp tối thiểu 500 đô",11
"thương cháu bé mồ côi cha mẹ mới 5 tuổi, ae c.k giúp đỡ vào tk nuôi dưỡng cá nhân",10
cày đơn ảo cho t trên sendo đi hoa hồng 15% mỗi đơn nhưng đặt cọc 8 triệu trước nha,12
sàn f.o.r.e.x top 1 châu Á nạp 100 đô bonus 500 đô ez bruh,11
Dì ơi con bị bắt cóc r nè dì ơi cứu con ck 50 triệu vào stk này,7
"dạ sếp, em confirm đã chuyển khoản đặt cọc phòng họp ở khách sạn Rex cho event r ạ",22
"Tải app chạy bộ đa cấp kiếm tiền, mua giày tiền ảo trị giá nghìn đô chuyển về ngân hàng",12
"ê t rút tiền ATM Vietcombank ở ngã tư Hàng Xanh r nè, máy hoạt động bt",22
Tôi là cán bộ công an quận 1 anh bị phạt nguội ck 5 triệu nộp phạt,0
"Tuyển CTV review sản phẩm Shopee tại nhà lương 300-500k ngày, đặt cọc 1 triệu nhận task",12
bhyt hết hạn click link gia hạn online khỏi ra phường nha m ơi,1
ê t quay trúng macbook trên lazada c.k 5 cu shipping lụm zề xài,13
bot telegram kiếm tiền online xem quảng cáo ngày lụm 200k nạp 500k unlock premium,12
"m ơi t vừa gia hạn domain website công ty trên Tenten r, 350k/năm",22
bưu điện bắt đóng thuế nhập khẩu mới ship hàng ck link này nha,17
"m ơi t vừa mua BHXH tự nguyện ở đại lý BHXH phường r nè, 400k/tháng",22
"dạ chị HR ơi, em xin phép WFH ngày mai do bị cảm ạ, em vẫn online đủ giờ",22
"dạ anh, em phòng IT đây, máy in tầng 2 bị kẹt giấy em lên sửa chiều nay",22
app cho nvu like face book thu lợi nhuận gấp 5 ck tao 2 triệu t test trực tuyến,12
"m ơi t mới mở tài khoản tiết kiệm online VCB 6 tháng lãi 5.5% á, gửi cho an toàn",22
"ê hui hè mình đi Nha Trang nghỉ mát 4 ngày khum, t check giá phòng vinpearl r",22
"anh ơi em đặt grab ship đồ ăn tới văn phòng r nha, chia tiền 45k momo nhé",22
"Cô gái trẻ bị tai nạn giao thông liệt 2 chân, gia đình cần 100 triệu viện phí ck giúp",10
"Trung tâm bảo trợ xã hội cần tiền nuôi người già không nơi nương tựa, donate momo",10
"Dạ thầy, nhóm em xin hẹn present đồ án ngày thứ 4 tuần sau ạ",22
quỹ từ thiện cần ck vào stk cá nhân hội trưởng 0912xxx giúp bà con bão lụt,10
"ê tối đi chạy bộ công viên Gia Định khum, t mới mua giày Nike chạy ngon lắm",22
ngân hàng gọi bảo tài khoản m dính đường dây chuyển tiền bất hợp pháp ck xác minh,16
quay trúng ip 16 pro max trên app lucky đóng 2 tr thuế nhận,13
"m ơi cuối tuần đi karaoke khum, t book phòng Ice r nha chia 100k mỗi đứa",22
"Anh ơi chiều nay đón con ở trường lúc 4h30 nhé, em họp muộn không kịp đón được",22
ê t nè gọi vid coi mặt bị tai nạn ck 5 cu gấp m ơi,7
"nghệ sĩ hề mần từ bịp quá xá, ae c.k zô quỹ chó mèo của t đây nè, phông bạt",10
Quay xổ số trúng ngay ô tô VinFast VF7 chương trình mừng xuân 2026 đóng thuế 50 triệu,13
bạn ơi tối ghé nhà t lấy cái áo t mượn tuần trc nha,22
Tuyển CTV đánh giá shopee 5 sao mỗi đơn 10k đặt cọc 3 triệu nhận task ngay,12
"ba ơi con đây gọi video nè, con đang ở đồn CA bị giữ ck 20 tr bảo lãnh",7
"má ơi con mua thuốc cho ba ở nhà thuốc An Khang r nha, tối con ghé đưa",22
BIDV phát hiện thiết bị lạ đăng nhập tài khoản nhập OTP xác minh,16
"m ơi t vừa check app VCB Digibank thấy lương T4 vô r nè, vui quá",22
"mẹ gọi nè con, nhà mình đóng tiền điện tháng này 800k nha, mẹ đã ck r",22
"m ơi cuối tuần đi xem phim Avengers mới ở Lotte khum, t book vé r 2 vé 160k",22
ê t ngân hàng nè m ơi thẻ m bị rửa tiền r c.k vô tài khoản này xác minh,16
"Alo chú đây cháu ơi, chú bị tai biến đang nhập viện gấp ck dùm chú 20 triệu",7
"ae dev ơi production server bị ssl cert hết hạn r, ai renew certificate dùm gấp",22
"Bạn thân m đây nè gọi vid cho m coi, t bị giật điện thoại cần mượn 3 triệu gấp",7
m ơi vô nhóm cá cược bóng đá AI dự đoán win rate 99% nạp 10 tr vào sàn bro,11
con ơi nhớ chuyển tiền trả góp mua laptop tháng này 1.5 triệu trước ngày 10 nha,22
"a ơi sim mới nè k lưu số, gọi vid cho a coi mặt em r tin em ck 5 tr lẹ a",7
đơn shopee bị hoàn quá hạn lưu kho cài app tracking mới nha m,17
ê t nè sim mới gọi vid coi mặt t r tin t ck 1 tr mua sim,7
zalo pay lucky draw trúng 500 triệu nè m ơi nạp 3 tr phí xác minh danh tính,13
cả nhà ơi con bị kẹt ở Lào mất passport ck con 20 tr liên hệ đại sứ quán,7
"ê t nè gọi vid cho m coi mặt nè, t bị gãy chân ck t 3 củ đi grab tới viện lẹ",7
ê vô shopee spin wheel trúng voucher 10 triệu r nè nhập mã thẻ cào 2 triệu activate,13
chế ơi em ship lazada đơn chế trả tiền mặt mà chế k có nhà c.k 350k vô momo,17
"ê t đang ở sân bay Đà Nẵng r nè, đợi chuyến bay về HCM lúc 7h tối",22
"m ơi shopee flash sale ngày mai nha, t canh mua cái tai nghe sony giảm 50%",22
"m ơi cam t bị nứt gọi vid mờ ảo nha nhưng t thiệt nè, mượn 2 tr mua đt mới",7
m ơi t gửi tiền từ thiện cho quỹ Trẻ em Việt Nam qua VCB chính thức 1 triệu á,22
"m ơi hôm nay Lazada sale 4.4 nha, t mua được cái nồi chiên ko dầu giảm 40%",22
"a ơi em bị cướp xe giữa đường r nè, em đang ở đồn CA ck em 5 tr đi grab về",7
bé ung thư k tiền mổ ae c.k vô stk 12344 nhi đồng,10
"ê cuối tháng đóng tiền internet FPT 200k r nha m, t đóng online r",22
Đơn hàng Lazada của bạn đã được giao nhưng hệ thống chưa cập nhật click link xác nhận,17
"Gia đình 6 người bị lũ cuốn trôi mất hết, quyên góp khẩn cấp qua Momo cá nhân 0345xxx",10
donate quỹ chó mèo phông bạt ae ck zô momo t nha mãi keo,10
m ơi t đặt grabfood ship bún bò chia 50k momo nha,22
bà ngoại đây cháu ơi bà bị té gãy tay ck 15 triệu viện phí,7
"nhóm zalo kêu gọi cứu trợ động đất, ae c.k vô stk trưởng nhóm lẹ đi flood hàng tới nơi",10
hải quan sân bay bảo quà bị giữ ck nộp phạt dùm t 5 triệu lẹ,17
ê m Á tê em báo thẻ bị trừ 5 cu lúc nửa đêm đọc otp t chặn giao dịch dùm,16
"con ơi mẹ nấu phở bò xong r nè, tối về nhà ăn cơm đi con đừng ăn ngoài tốn tiền",22
SCB gửi tin nhắn báo tk m bị phong tỏa do nghi gian lận click link mở khoá,16
shipper fake gọi đòi 2 lớp bố m c.k vô momo thì scam cay vãi chưởng,17
sh1pper gọi hoài ko bắt máy t hủy cmn r m vào link này rồi gọp chiều nha,17
"fund raising cứu bé 3 tuổi bị bỏng nặng nè ae, c.k momo tao tao chuyển thẳng viện phí",10
"bồ ơi t bị tai nạn xe máy đang cấp cứu, gọi vid thấy mặt t r chuyển 10 tr lẹ",7
dạ sếp file thu chi tháng 4 gửi sếp duyệt BHXH đã nộp đủ r,22
"con ơi ba gửi tiền học phí kỳ 2 cho con r nha, check tài khoản VCB nha con",22
"Mẹ ơi con đây nè gọi video coi mặt con, con bị dí nợ ck mẹ 10 triệu chuộc con",7
Lazada Express báo đơn hàng anh chị bị mất trong quá trình vận chuyển ck bồi thường link,17
"mẹ ơi con đây gọi vid coi nè, con đang bị giam ở đồn ck 25 tr tại ngoại mẹ",7
b.h.x.h tỉnh gọi m có 8 tr trợ cấp nạp 1 xị fee nhận lẹ,1
"ê m ơi t bị bọn xã hội đen đuổi, đang ẩn nấp ck t 2 tr đi grab trốn lẹ",7
"con ơi ba đây nè gọi vid coi mặt, ba bị tai nạn lao động ck 25 triệu mổ gấp",7
"m ơi t mua vé concert Blackpink ở Mỹ Đình được r, 1.5 triệu/vé",22
"m ơi t đặt Baemin giao trà sữa tới chỗ m r nha, 15 phút nữa tới",22
ê hôm qua xém bị scam cuộc gọi giả công an đòi ck 50 củ may cúp kịp,22
bhxh bảo sổ hết hạn ck 500k lo lót dùm t trc đi m,1
"con ơi chuyển tiền mua sách giáo khoa kỳ 2 dùm mẹ nha, 450k vô tk co-op mart",22
airdrop token mới list sàn tuần sau x100 nạp BNB vào ví này nhận token free,11
"Join group telegram lụm xu mỗi ngày task nhẹ, nạp 1 triệu unlock level cao",12
t.i.k.t.o.k tặng airpods pro cho user vip ck 1.5 tr phí ship,13
cài app v.n.e.i.d mới đi m quét cccd qua link t gửi cho,1
"dạ anh, em là sinh viên thực tập, anh giao cho em task nào trên Jira ạ",22
"bạn t bên điện lực gọi đọc chỉ số công tơ tháng này 350 số, tiền điện khoảng 700k",22
Bot trade coin AI lợi nhuận 5% ngày nạp vốn 20 triệu chạy auto,11
"t mới donate cho quỹ UNICEF chính thức 500k qua website unicef.org á m, cảm giác vui ghê",22
"Dạ anh, em HR gửi form đánh giá performance review cuối năm cho anh qua email r ạ",22
bưu cục gọi gói hàng từ Hàn Quốc phát hiện chất lạ lên đồn m,17
App chạy bộ kiếm tiền mua giày NFT 3 triệu chạy 1km lụm 500k,12
"t mới bị boom hàng shopee r m ơi tức cái máu, report seller vẫn k dc hoàn tiền",22
"TPBank thông báo quý khách đang bị truy cập trái phép, bấm link xác thực sinh trắc học",16
Ngân hàng cảnh báo giao dịch đáng ngờ 30 triệu lúc 2h sáng xác nhận OTP,16
ba ơi bác sĩ báo kết quả xét nghiệm ba bình thường khum có gì lo,22
đầu tư f.o.r.e.x nạp vô sàn fx này quất 5 cu lãi ngay chục tr phông bạt,11
ae ck momo t nha t đang quyên góp quỹ từ thiện cho người khuyết tật phường 3,10
khóa học dropship toàn cầu 10 triệu cam kết có đơn hàng đầu tiên trong 30 ngày,12
"bạn thân m nè gọi vid đây nè tin t đi, t bị giật dtdd ck dùm 1 ít mua vé xe",7
ê t gửi m link bài Post trên Facebook t viết về trải nghiệm bị lừa đảo onl,22
"ê t vừa đăng ký thi IELTS ở BC tháng sau r nè, phí 4.9 triệu",22
m boom hàng xọp pi tớ block h c.k 50k hoàn ship zo stb này đi ml,17
"ê m t tải Duolingo học tiếng Anh r nè free mà hay, m thử coi",22
"t nè m sim mới gọi vid coi mặt t r tin t đi, bị giật đt ck t 1 tr mua sim",7
"m ơi t vừa refund được đơn hàng bị lỗi trên Shopee r nè, tiền hoàn vô ví",22
"ê hôm qua xém bị deepfake lừa 50 củ á m ơi, nó làm giống mặt t ghê luôn",22
tuyển người xem livestream đánh giá sản phẩm 50k mỗi live nhưng đóng 1 triệu mua hàng mẫu,12
"nhà sư kêu gọi quyên góp xây cầu cho dân vùng sâu, c.k vô tk chùa nha bà con",10
"anh trai ơi em bị ngộ độc thực phẩm nằm viện r, ck tiền thuốc cho em 3 triệu",7
"m ơi t đặt grabfood ship cơm tới office, chia tiền 50k momo nhé thanks m",22
sàn forex uy tín top 1 châu Á nạp 100 đô nhận bonus 500 đô rút lãi về ví momo,11
"Con ơi ba bị ngã xe đập đầu bác sĩ bảo đóng tạm ứng 15 triệu mới mổ, chuyển tiền gấp",7
ngân hàng quân đội gọi bảo ai đó đăng ký thẻ tín dụng bằng cmnd m đọc otp huỷ,16
bhxh quận gọi sổ m bị ng khác dùng ck xác minh ik m,1
"Quỹ nhân ái khẩn thiết kêu gọi ủng hộ đồng bào lũ lụt miền Trung, ck vào tk cá nhân 0123456789 Vietcombank",10
tuyển cộng tác viên bán hàng online lương 20 triệu nạp 3 triệu mua hàng mẫu,12
m ơi hôm nay t đóng tiền BHXH tự nguyện xong r 400k tháng,22
"anh ơi anh hai đây nè, anh bị diabetes nặng nhập viện cấp cứu ck 20 tr tiền thuốc",7
"ê bạn t làm BHXH bảo tháng sau có đợt nộp BHXH tự nguyện mới, t tính đóng thêm",22
