text,label
giao lộc tận cửa nhà,13
app quay giải hên,13
gọi cào mã nạp vô,13
không dưng cho trúng vàng,13
cúp kỉ niệm hàng mã,13
soi cầu bạch thủ lòi con mắt,14
bao lô miền nam chiều nay nổ,14
húp trọn con đề bao xá,14
phím số thần tài bảo kê,14
lấy số sập mâm,14
xin lộc ăn chắc phần trăm,14
dồn tiền đập con này,14
tạch lô đói meo râu,14
bán số thu phí trước nhen,14
vô nhóm kín lấy con độc đắc,14
giấc mơ đề trúng cả mảng,14
số nuôi bao nổ chát bùm,14
số vip cho người máu me,14
giải mộng lô xiên,14
chốt số gỡ gạc dô bờ,14
về bờ đi ae,14
lộc lá ăn sập nhà cái,14
quay thưởng lô ảo lòi,14
phần mềm soi lô bốc phét,14
bóng đầu đuôi tá lả,14
mua dàn đề rác rưởi,14
điêu lòi mắt số lô,14
sổ mơ tính đề sai bét,14
đánh lô khát máu chập tối,14
chuẩn bị đi xuất khẩu lao động hàn,15
bay mộc bài làm việc,15
vượt biên bằng đường tiểu ngạch,15
đi chui trốn thuế mệt mỏi,15
làm visa bao đậu trăm phần,15
làm mộc giả chống rớt,15
đóng cọc chống trốn việc,15
đi đài loan xklđ,15
môi giới chém đẹp phí dịch vụ,15
lừa tiền cọc học tiếng chui,15
rớt visa khóc ròng,15
dịch vụ làm hồ sơ siêu dỏm,15
đường dây đưa lao động ngoạn mục,15
hứa qua tới bển mần giàu,15
lùa tiền chống trượt xin visa,15
tiền cò chạy chọt làm giấy,15
visa sang mỹ diện chót,15
kết hôn giả nhập tịch mỹ,15
tị nạn xin giấy đàng hoàng,15
chứng chỉ giả bằng nộp đại,15
khám sức khỏe trót lọt,15
sứ quán làm cái rẹt,15
hồ sơ định cư trượt sạch,15
đi nhật diện kĩ sư xạo,15
thẻ tín dụng bị lủng lỗ,16
gián đoạn giao dịch trừ láo,16
ngân hàng dọa khóa xài,16
tài khoản bị trừ vô cớ,16
nợ xấu dính chữ cic,16
mở thẻ đen đặc quyền láo,16
phí duy trì tào lao bí đao,16
gọi đòi nợ thấu chi,16
bị chiếm đoạt mã otp lẹ làng,16
cảnh báo dỏm từ ngân hàng nhái,16
gửi link đăng nhập giả mạo app,16
báo lỗi hệ thống bắt nộp phí,16
thẻ visa mastercard kẹt mạng,16
quên mã pin nạp phí lấy lại,16
yêu cầu cấp mã báo tin sai,16
gọi báo lừa rành rọt,16
phần mềm độc dọn sạch tài khoản,16
hủy dịch vụ ngân hàng mạng,16
cảnh báo dư nợ bất thường,16
phong tỏa atm bắt nạp phí,16
điểm tín dụng ảo chót vót,16
thẻ phi vật lý lởm,16
ép nhận mã đt trừ thẻ,16
nâng cấp thẻ tín giang hồ,16
shipper nhá máy cúp ngang,17
bom đơn hàng mệt mỏi,17
mua đồ trên mạng bị lừa đảo,17
shop xạo xạo lấy tiền trốn,17
gái giao rác thền bùi,17
đòi cọc chống bom hàng,17
bưu tá viện cỡ phí trả hàng,17
nhận hàng mà ruột trống he,17
phí kho bãi bị bắt đóng thêm,17
gọi xuống giựt hàng bỏ quên,17
thanh toán trước bị lừa mất xác,17
gửi nhầm khứa nào,17
shop chặn fb khóa lun,17
cước vận chuyển hét giá,17
báo thất lạc đòi bù tiền gấp,17
app dỏm làm như giao hàng lẹ,17
viettel post hẹn hoài không giao,17
grab giựt đồ lặn biệt tăm,17
shopee food boom trà sữa,17
thùng rách trả hàng bắt đền dỏm,17
giao hàng nhận ứng trước scam,17
bom hàng cọc tiền xù rẹt,17
bưu phẩm gửi lén từ mỹ,17
liên hệ bưu cục giam chạc,17
gia hạn gói ba gờ tốn kém,18
xài app bị trừ nền,18
bấm xàm xí bị hụt xèng,18
lỗi app store trừ tiền thẻ tín,18
hủy bằng link giả bị quét sạch,18
cú pháp hủy để lừa trừ cước,18
tải phần mềm hút máu thầm kín,18
netflix chui lừa tự động nạp,18
dịch vụ nhạc chuông tự dưng bắt đăng ký,18
pop up lùa mất mã đăng nhập,18
tải ứng dụng xí mụi mất tiền,18
tin nhắn ngầm trừ đều đều,18
ứng dụng rác trên đt hút chạc,18
ngâm app rác ngốn pin tiền,18
bị cài mã độc trừ tiền thẳng thẻ,18
tạo subcription lạ tự ăn tiền,18
nhà mạng đẻ ra gói cước ăn cướp,18
hủy hoài không được phí tốn,18
phát sinh cước rác cùi bắp,18
mua game trên app tự trừ vô độ,18
trojan điện thoại làm trò mèo,18
đăng ký nhầm dính chạc cả năm,18
game bắn súng hút máu tự nạp thẻ,18
dính spyware bòn tiền card,18
bốc bát họ đóng lãi ngập mặt,19
vay nóng tiền giang hồ réo,19
đòi nợ mướn dí sát đít,19
tạt sơn quăng mắm tôm nặc mùi,19
vay cắt cổ mẹ đẻ lãi con lòi,19
dán cáo phó hình thờ tùm lum tà la,19
chửi rủa khủng bố bạn bè chửi thề,19
réo tên công ty đánh đuổi,19
ép gán sổ đỏ siết nợ luôn,19
dọa xẻo thịt rạch mặt xẹo hồ,19
vay app chui nó quấy banh càng,19
fe đòi nợ kiểu bá dơ,19
lãi đứng lãi nằm ngộp thở,19
dân xã hội túm giò siết họng,19
vay giang hồ cắn răng nhả máu,19
ghép mặt chửi rát tai trên fb,19
gọi cty phá lanh tanh bành,19
ép thân chuộc điểm lòi bản họng,19
ném chất bẩn dọa cha mẹ,19
mướn đâm thuê trảm mướn,19
dằn mặt hốt cốt tống cổ,19
chửi lộn um sùm đòi ráo nợ,19
thanh toán không được nó trù dập,19
app đen khủng bố điện thoại sáng đêm,19
hỗ trợ gom lại tiền lừa lấy vốn,20
dịch vụ lấy lại tiền bốc phét,20
đòi thu hồi vốn bắt đóng cọc phần mềm,20
nhận hack tiền về làm phí công danh,20
xưng hiệp sĩ bắt mạng lấy code,20
báo công an ảo đòi cọc lập hồ sơ,20
làm bằng chứng kiện lừa gạt tiền túi,20
chuyển nạp xíu cọc bẻ khóa app ảo,20
nhờ thám tử dỏm tra ip móc tiền,20
nhận tư vấn pháp lý đòi chia % lợi,20
chi phí dịch vụ móc nối đường dây bạo,20
nộp quỹ mở cổng chuyển tiền,20
thu hồi vốn đa cấp sập sàn,20
mũ trắng hacker đi lừa tiếp lần 2,20
đòi nạp bảo lãnh chuộc số dư,20
cài cắm spy theo vết lấy lại nick fb,20
chuyển quỹ bảo đảm đền tiền lừa,20
hỗ trợ xóa tk app đen phá nát,20
can thiệp hệ thống máy chủ sập sàn ảo,20
dọa truy tố lấy phi luật sư dỏm,20
ký ủy quyền đòi tài sản ảo bị cuốn,20
c50 dỏm nhắn tin lừa thêm mớ cọc,20
lấy mật thám tra stk ngân hàng,20
phá sập web hoàn lại tiền trăm phần,20
khóa học mần giàu nhanh,21
học ra thành tỷ phú chém gió kinh,21
tuyển f1 f2 hoa hồng chà bá,21
mô hình đa cấp kim tự tháp lụi,21
lên chức phó tổng lãnh đạo,21
bán khóa dạy kinh doanh xàm,21
bỏ đống tiền học ba cái tào lao,21
tẩy não lùa gà học làm vip,21
bỏ tiền nâng cấp hạng hội viên lủng túi,21
truyền năng lượng ảo ma canada,21
phễu marketing hút máu cấn cọc,21
chốt sale đa cấp bùng nổ láo toét,21
đóng lệ phí nạp mạng lười,21
học xong thành ảo mộng,21
diễn giả bốc phét phòng zoom la rát,21
dụ dỗ khai sáng tiềm năng vớ vẩn,21
chứng chỉ nhảm nhí mua vài chẹo,21
bắn vô mạng lưới ăn %. thụ động,21
startup khởi nghiệp ảo lòi câm nín,21
lôi kéo ba mẹ tham gia tuyến dưới,21
mô hình lừa đảo dồn lên tuyến trên,21
nói đạo lý thu khóa học tiền triệu,21
làm giám đốc sàn ảo tự phong danh,21
chia chác hoa hồng nhồi sọ liên tục,21
nay đi nhậu lai rai không,22
trà đá lề đường hông sếp,22
cà phê bệt chém gió nhe,22
nay ốm vặt ho sặc sụa,22
đi quẩy mệt nghỉ quá trời,22
hết sẩy luôn nhen,22
coi phim ở rạp mát mẻ,22
dọn phòng dọn trọ chưa cu,22
sắm tết mua bông đồ chưa bậu,22
chuẩn bị dắt vợ đi ăn,22
alo nghe rõ trả lời má,22
nhắn qua số kia nghen tao bận,22
gọi chi đụng giờ tao làm chớ,22
cuối tuần xõa nhẹ hông mày,22
nay sếp khó ở quá trời quá đất,22
qua nhà nhậu thịt chó bay,22
ăn sáng làm tô bún riêu hông,22
đi bơi hồ bự chảng đê,22
đừng nhắn tầm bậy sếp chửi,22
thi rớt môn chán quá men,22
về quê đám ma ông nội,22
cuối tháng hết tiền ăn mì tôm,22
gởi email xong tao chạy nha,22
nhớ hẹn mai sáu giờ chiều quán ốc,22
mời lên phường uống trà,0
máng còng số tám,0
hốt lên xe bít bùng,0
mặc đồ dân phòng tóm,0
công an phường kiếm nha,0
phạt nguội banh xác,1
đi nộp phạt liền,1
đóng thuế thổ trạch,1
sổ hồng làm giả,1
làm cccd rườm rà,1
mạng rớt lạch cạch,2
lắc tung chảo luôn,2
bị cắt sóng cái rụp,2
sim rác quấy hoài,2
mạng chập chờn ba trợn,2
nick bay màu mất tiêu,3
hack mật khẩu zalo,3
facebook cá nhân bị khóa,3
nick ảo nhe răng,3
report sập page lẹ,3
chuyển viện gấp nghen,4
lủng bao tử máu chảy,4
nạp tiền mổ lẹ,4
tai nạn xe tông ghê quá,4
vô hồi sức nhừ tử,4
tao lụi mày chết ngắt,5
rạch thẹo trên mặt mầy,5
mua hòm dọn sẵn đi,5
xẻo cái tay rớt bịch,5
cô hồn các đảng dí,5
moi móc quỹ đen,6
tiền bôi trơn dự án nha,6
thâm hụt tiền sếp,6
sếp hối chuyển tiền,6
kê khống chứng từ mớ,6
mượn vài chai xài đỡ,7
chuyển nóng tao mớ đi,7
cạn láng ví rồi,7
kẹt tiền má ơi luôn,7
bí bách quá mạng,7
hàng kẹt bên sân bay ớn,8
đóng tiền cọc lấy thùng quà,8
việt kiều gửi đô về,8
phạt trốn thuế lòi bản họng,8
hải quan niêm phong nghen,8
lộ clip nhạy cảm nhe mậy,9
gửi ảnh ở truồng,9
bốc phốt mầy lấn lướt,9
vòi tiền xóa clip,9
post Facebook sỉ nhục,9
xin tiền cho trại trẻ mồ côi,10
hoàn cảnh tội nghiệp rớt nước mắt,10
lừa tiền miền trung vô cớ,10
sao kê cà chớn,10
ăn chặn tiền bá tánh,10
đu đỉnh gãy cổ,11
cháy túi coin băm,11
sàn đa cấp ảo lòi,11
chứng khoán xập xình té,11
f0 bay sạch bạc nhen,11
chốt đơn ma kiếm cắc,12
chạy ctv rảnh rỗi,12
lừa cọc tiền nhiệm vụ,12
nạp mua app trả thưởng,12
bùng tiền cày view,12
trúng con sh mode bự,13
quay vòng quay lừa gạt,13
phí lãnh thưởng trên trời,13
trúng giải nhất cái loong,13
lừa trúng xe trúng vàng,13
ôm lô trượt má nhìn không ra,14
đề về số âm ty,14
thầy bà cho số trật lất,14
nổ hũ banh nợ,14
thua đề ra gầm cầu ngủ,14
đi lậu trốn chui nhủi,15
lừa cọc xuất khẩu tốn mớ,15
bằng giả qua hàn nhe,15
cò mồi ăn chặn,15
đi chui vượt biên cái rẹt,15
đông cứng tài khoản atm,16
xin mã otp chết ngắt,16
thẻ tín dụng mạo danh dỏm,16
nợ xấu báo tín dụng đen,16
tự trừ tiền thẻ ráo,16
bom hàng chát chúa,17
shiper giả mạo gọi nè,17
gởi cod thu hộ tào lao,17
lừa gói hàng không ruột,17
đền tiền ship cắn răng,17
âm thầm cắn tiền cước dế,18
app rác hút máu cạn,18
xài bậy bấm nhầm dính phí,18
tự gia hạn gói vip điếm,18
nợ cước dcom láng,18
vay nóng banh xác luôn,19
tạt sơn quăng mắm ngợp,19
lãi mẹ đẻ lãi con nát,19
giang hồ đòi nợ thuê bạo,19
gán nhà trả nợ giục,19
hacker dỏm xạo sự lấy tiền,20
thu hồi tiền tỷ trên mạng,20
luật sư ba xạo xạo,20
chi phí bôi trơn hệ thống,20
lừa gạt lần hai đòi tiền,20
học làm sếp triệu đô nói dóc,21
thu học phí lùa gà,21
chuyên gia làm giàu dỏm,21
úp sọt hội viên nghèo,21
tiền mua khóa học bay,21
nay quởn qua nhà nhậu coi,22
bữa nay mần ăn sao rồi mậy,22
rảnh đi cafe chém gió nha,22
ghé tao lấy đồ nhe mậy,22
bữa nay kẹt xe bực mình ghê,22
