text,label
chơi chứng khoán tốn tiền mua thuốc đau tim chết,22
con coin pepe đợt này list sàn pump ác gắt,22
ai theo lệnh futu của ad lúc tối có ăn 20% k,22
nạp u vào ví metamask hụt hơi báo lỗi fee,22
tổng tk sụt 20% vì FED công bố tăng lãi,22
"nay xanh vỏ đỏ lòng, kéo bluechip đạp midcap",22
tăng vốn đầu tư vào qũy etf dài hạn khá ổn,22
trải nghiệm sàn chứng khoán hơi lag nhưng phí giao dịch rẻ,22
lệnh short vàng đêm qua bị cháy mẹ tài khoản,22
ae gom hàng rsi khung d1 về vùng quá bán nha,22
margin full cổ phiếu bđs run vl luôn,22
"hôm nay thanh khoản sụt giảm mạnh, lực cầu yếu",22
có a e nao stake token trên launchpad đợt này ăn ngon ko,22
đầu tư mấy mã chứng khoán ngành điện nước an toàn phết,22
nhờ mấy hội trader phím hàng mà gỡ lại chút đỉnh,22
rút tiền từ sàn vndirect về vietcombank lag 1 nốt nhạc,22
"cục hải quan TSN thông báo kiện hàng từ Nhật giữ lại, nộp 5 triệu phí",17
"bưu phẩm của a có chứa hàng lậu bị bắt, c.k tiền bôi trơn đi",17
"đơn quốc tế vi phạm luật thuế, đóng 10% VAT trc khi phát hàng nha",17
"hàng của a bị trả về kho, hoàn phí ship momo em 30k e gửi lại",17
bạn nộp tiền bão lãnh kiện hàng 50 củ bằng ví điện tử để hải quan mở,17
anh chuyển trước 20k phí cod e lấy từ bưu chính vn do khó tìm nhà,17
"nhận được bưu kiện trị giá lớn, quét mã qrcode nộp phí hải quan lẹ",17
tổng cục hải quan cấm xuất kiện hàng điện tử của bạn ra khỏi cảng,17
thông báo phạt 3 củ do kiện hàng chứa đồ cấm gửi qua bưu điện tphcm,17
ck 50k vào ví cá nhân e ship đơn đồng hồ rolex 0 đồng nha anh yêu,17
gửi anh link nộp phạt phí kẹt kho của cửa khẩu hải phòng,17
"đơn shopee bị kẹt kiểm duyệt nhà nước, đóng phí thu xếp 2 củ",17
"đây là hải quan nội bài, gọi lại nhánh số 1 nộp phí đóng dấu",17
"mã bill 717 của bạn bị hải quan giam, ck tiền bảo hiểm hàng hóa đi",17
"thanh toán tiền bãi cho lô hàng kẹt biên giới, nộp tk mbbank 308",17
"viettel post báo kiện hàng a chứa đao kiếm, gửi tiền xử lý 10 củ lẹ",17
"anh dính líu đến lô hàng nhập lậu bưu điện, ck nộp phạt xử lý êm xuôi",17
"hải quan phát hiện tiền usd giả trong gói quà em rể gửi, ck 5 củ chạy tội",17
"e là shipper a kẹt tiền e giữ hàng, ứng trước momo em mã cod nha",17
hàng anh bị hủy 3 lần nộp phí giao lại 200k để bưu cục ko phạt vi phạm,17
tuyển job đánh giá app 200k/giờ rảnh giờ nào làm giờ đó,12
công ty cần 5 CTV tiktok thả tim chốt đơn thu nhập 5tr/ngày,12
"nhận việc nhập liệu từ xa cho shopee, ko cần kinh nghiệm cọc 200k",12
làm nhiệm vụ đẩy tương tác clip youtube lương 50k/video lấy tiền liền,12
"hệ thống ctv fake order thịt nướng grab food, ứng trước 100k vốn",12
"chọn làm nv nghe nhạc mp3 ra tiền tỷ mà vốn 0 đồng, tải app",12
việc nhẹ luơng cao ko yc bấm share tin bài face group ăn 30k/bài,12
kiếm tiền siêu dễ qua telegram chỉ cần nạp vốn 500k ăn hoa hồng 20%,12
chào bạn mún kím tiền review maps quán ăn liên hệ acc zalo mình,12
tải app ctv chốt đơn amazon ảo nhằm sinh lời x3 lần tiền lãi,12
cơ hội làm nv nhập mã captcha có cọc chống boom 100k nha bạn,12
dự án xem video tiktok nhận 800k cực ngon cho mẹ bỉm sữa nè,12
"đai lý phân phối đơn áo thun tiktok ko cần nhập hàng, chỉ cọc 2tr",12
cào phím chém gió đánh giá sản phẩm mang lại 3 củ mỗi tuần cho sinh viên,12
"cần người theo lệnh chuyên gia trade mbbank, chia 30% lợi nhuận k rủi ro",12
ứng tuyển ctv mua hàng hộ lazada để tạo doanh thu ảo dỏm cho shop,12
nhận job like dạo video shoppee kiếm ngày chục ổ bánh mì nhàn lắm,12
cv đơn giản ấn click quảng cáo tiktok nhận 5k ck stk ngay lập tức,12
tuyển ctv đánh máy onl tại nhà nhưng đóng phí tiền tài liệu 300 ngàn,12
cần gấp coi clip youtube bấm sub ck lúa ngay khi chụp màn hình xác nhận,12
bds dự án vin nhận hỗ trợ bán acc game liên quân do bị khóa,21
tớ là facebook security admin báo tai khoản instagram sắp dính ban,21
gửi e số cmnd với mã nạp thẻ để e mở khóa nick pubg nha a,21
"e làm fb admin xác minh tick xanh cho face a, cọc phí trc 5 củ",21
"e bán acc gacha top 1 server vn, a ck nửa tiền r e check pass",21
vô đây t tặng mng acc game siêu xịn nhưng cần nạp 200k lệ phí garena,21
share link vote ca sĩ idol tặng thẻzing nhưng điền mật khẩu mxh nha,21
mua acc netflix 1 năm 10k bằng cách nộp card đt thẻ mạng vina nè anh,21
nhận setup win 11 onl từ xa chia sẻ pass teamviewer kèm bill ck e mới làm,21
t kẹt tiền acc game nạp vip rank 8 cắm 20k viettel ko lấy tiền trc,21
tk telegram bị hack khuyên b bấm vào link url mạo danh để khôi phục pass,21
"tool hack like nick face vn free, ae nạp 100k code mở khóa dùng forever",21
dịch vụ dò hack pass zalo theo dõi vợ ghen tuông giá 3 củ gởi info,21
bán key anti virrus bẻ khóa cho lap nhưng m xù tiền thì sao tao đòi,21
cung cấp công cụ tool check ip định vị sđt ai đó cần nạp 500 xu vô app,21
trung tâm viettel báo chuẩn bị khóa sim anh chị vì nợ cước 3 củ rưỡi,2
"sim bị đưa vào danh sách đen lừa đảo, c.k tiền vô ngân hàng nhà nước bảo lãnh",2
"thuê bao vinaphone sắp bị phạt hủy số vĩnh viễn, bấm số 9 để đóng phạt",2
"đây là cục viễn thông, sim m có dấu hiệu gọi rác, cọc 2 củ mở sim",2
"mobifone tb thuê bao chua chuan hoa thong tin, ấn link de cap nhat mien phi",2
"tổng đài 1900 báo số tk m liên kết sim bị hack, c.k tiền ra sổ tk này",2
"cảnh cáo vi phạm luật bưu chính viễn thông bằng 1 dthu khóa mạng, call lại em",2
"nếu không nộp phạt vi phạm gọi rác 700k vào số tk kho bạc, sim mốc đi",2
"mày bị report spam tin rác, viễn thông sẽ block số trong 2 giờ, c.k hỗ trợ",2
để duy trì sđt vina này hãy nạp card đt 500k viettel cho chi nhánh giao dịch,2
"trung tâm cntt mircosoft thông báo lap bạn bị tấn công, tải utraview t check",3
"phần cứng đt bị theo dõi cmnr, bấm link tải app kháng virút ngay",3
"win 10 sắp bị block bản quyền, chuyển em 1 củ e buy key gia hạn vĩnh viễn",3
"hacker đang đánh cắp bank của a, tải teamviewer e đuổi nó đi cho",3
"tập đoàn bảo mật kasper dọa máy m nhiễm mã độc tống tiền, mua bản quyền mbbank",3
"đây là đội kĩ thuật gg, acc gmail m sắp khóa, gửi pass + 2fa e clear lỗi",3
"antivirus hết hạn làm m lộ ảnh nude r, nạp cho t thẻ cào t gia hạn",3
"app ngân hàng vib bị lỗi code bảo mật, gọi số 1900 fake t hướng dẫn update",3
"đội chuyên gia khôi phục dữ liệu đt đã quét thấy rủi ro, trả tiền dịch vụ onl 4tr",3
"hệ thống apple support quét ip cloud bị xâm lăng, cấp otp e log out ip kia",3
"anh là ng nhà của tú đki? con a ngã cầu thang cấp cứu chợ rẫy, ck tiền ứng mổ",4
"alo e y tá khoa chấn thương đây, cháu bị xe ben tông nát chân, a ck tạm ứng 50tr",4
"chợ rẫy báo tin khẩn ng thân a hôn mê do tai nạn, gửi lúa vô stk bs dũng để lấy thuốc",4
"chết dở con a té lầu thủng sọ ở trường tiểu học, e chủ nhiệm đây a ck 20 củ mổ gấp",4
tình trạng nguy kịch bác sĩ trưởng khoa bảo đóng tiền viện phí mới duyệt mổ nha má,4
"cháu trai b đi cấp cứu đứt mạch máu, tôi bv nhân dân yêu cầu ck tiền phẫu thuật",4
"đang trong phòng hồi sức cấp cứu cần bơm máu gấp, ba mẹ ck vô sổ mbbank của điều dưỡng",4
"em hằng đây giáo viên báo tin bé na chấn thương sọ não đứt lia, ck qua chị viện trưởng",4
"tai nạn giao thông nát xe, a nạp lúa cho xe cứu thương bv cợ rẩy nhanh anh nhé",4
ông nội bị đột quỵ thở oxy dấy a ck vào thủ quỹ bệnh viện để mua thiết bị tim,4
"con mày đang trong tay tao giang hồ mỏ cày, ck 100 củ nếu k muốn nhận ngón tay",5
"alo ba cứu con, mấy thằng xã hội đen đập con te tua, chuyển trả cho tụi nó 30 củ",5
"bắt được cháu m đi lạc, nạp tao 2 củ thẻ cào t trả lại không đem bán qua cửa khẩu",5
"tao mới túm đc cổ chồng mày cá độ bùng nợ, mang 5 tỏi ra chuộc lẹ k tao chém",5
"thằng ku bị giữ ở động bên cam, muốn nó toàn mạng thì ck tiền bôi trơn 500 củ cho tao",5
"khócthuhuhu má ơi cứu con tụi nó cắt xẻo tai con, má bank cho tk acb của đại ca",5
"mày khôn hồn đừng báo cảnh sát, chuyển mẹ m 40tr vào ví rtao thả bà già mày ra",5
"tao mafia đây con vợ m tao tống lên xe r, chuẩn bị 50 tờ đô la mang ra cầu chuộc",5
"giam lỏng em trai m ròi, m đền tiền nó làm vỡ bát họ không tao mổ bụng nó",5
"anh ba bị nhốt k cho ăn 3 ngày, gia đình gom 70 củ chuyển 1 lần giải cứu e về",5
anh thành tổng giám đốc đây m chuyển quỹ cty cho a 50tr vào tk vợ lẽ a gấp,6
sếp khanh zalo mới nhắn nhờ ck tk bidv 2 tỉ để chốt mua lô đất kcn,6
"kế toán đâu, a đg đi gặp chủ tich tcl hối bôi trơn, xuất quỹ 5 củ tk này lẹ e",6
giám đốc cty gửi điện thư nhờ mua khẩn 5 chục thẻ vietttel cào mã pin cho trúng thầu,6
urgent wire transfer 50K usd dến đối tác malai ngay lặp tức đừng rep email sếp,6
chị thi trưởng phòng đây thẻ a bị lỗi thanh toán ko đc e ck cọc mbbank nha,6
"sáng nay sếp ctg nhắn tao bank 40tr tiền biếu lẵng hoa lãnh đạo, a gửi lại gấp k sếp chửi",6
tớ hoàng ceos m ck 80 củ vào acc nặc danh a đi mua quà sinh nhật cho bồ r a resau,6
em chuyển 8 củ vô số tmcp cn cho sếp thanh toán tiệc rượu tiếp khách đêm qua,6
bảo hs kế toán tao bận lắm ck liền 4 tỏi tiền lót tay hs dự án cho tp cn nha m,6
anh chris phi công mỹ rới gửi ẻm thùng táo hột xoàn nộp lệ phí nhận quà 20 củ ải quan,8
em yêu ơi vali ngọc trai 1 ty usd bị giam ở tân sơn nhất e trả 10tr tiền phạt dùm a,8
tướng mỹ dăng kẹt ở chiến trường xin m ck 200usd làm thư xin phép nghỉ hép về vn cưới m,8
anh james quân nhân liên hợp quốc gửi hòm euro trị giá 3 tỏi đợ e nộp 4 củ tiền thuế giam,8
vì yêu anh lính mỹ đã đóng gói toàn bộ gia tài qua cty hậu cần fedx nộp 5tr giải phóng kho,8
tớ lính anh cuốc kẹt thùng thư xin rút cư trú ở hải quan hnòi e ra rút dùm vs phí 500 cành,8
chồng tây alex chuẩn bị tặng b e ô tô mc cờ ren e đóng phí bôi trơn cho hq sân bay nhé,8
honey e lo dọn dẹp vali 5tr usd của a bị cảnh sát cửa khẩu tạm giữ a k có sđt,8
"thùng quà iphone 15 promax bạck kim bị bắt ở nc dđoá, ck tui 1 củ rưỡi tôi chuộc chio",8
anh là bác sĩ phẫu thuật eu gửi valy thiết biị y tế dính nợ tge hải quag e đóng hộc c,8
link video sec camera nn của mày đêm qua t có cầm ck 5 củ k thì up fb dòng họ,9
cẩm nang ảnh nóng khoả thân thủ dâm m t save r ck qua ví momo k tao phát tán,9
má mày k chuyển lúa cho đại ca t đăng bài sã hội tố m bay bướm zalo cmn giờ,9
cái ảnh nude mày nhắn cho thằng tú đang ở tay tao ck ngay 10 tẹo giải xui lẹ,9
mún t del clip m đang mây mưa vs phò k chuộc liền 2 củ vào mbbank nhé thằng kia,9
ê m e clip m đi ks vs trai t nhặt dc dth ck qua t 5 lít uống nc coi như bịt mép,9
chúng tau hack r mxh lấy clip phòng tắm vợ m gởi 2 chục triệu để mua danh dự lại,9
xóa video m đi nhà nghỉ t tốn 1 củ t băm luôn nên bank tao phí xóa 500 nhé,9
tối nay clip some m sẽ nằm top tele group ngầm nạp t cái card 500k làm giá chót,9
tao dọa up avt sệch cu của m lên cho cty coi ck bố 1m êm xuôi cuộc sống,9
ông hoàng số đề báo lô bạch thủ vip 99% húp ngay e chuyển cọc 2 củ phí phím,14
vào nhóm siêu vip kéo baccarat bao cháy túi kiếm ngay 5 củ/đêm ck phí vào gr 5 lít,14
t cho m số 3 càng chiều nay trúng 100% nhưng m cọc tao thẻ cào 200 đi t nhắn,14
cam kết kéo tai xỉu auto lời x5 tài khoản đóng 2 tr tao vô acc mày đánh giùm,14
soi kèo tỉ số mờ u đêm nay bảo đảm lụm nạp 5 lit vào mã qr e cho típ kèo ngon,14
theo anh chuyên gia cờ bạc kiếm xé vé số chiều nay báo sổ tk tk ck 100k tip trc,14
lô đề đại phát miền bắc mua số vip bảo đản bao nổ phí mua 5 cành ck trc nhé ae,14
nhà cái mbb bet tặng khuyến mại 200% nạp thẻ khi ck stk công ty cá cược châu á,14
app tool hack sóc đĩa bảo đảm xanh chín trúng 80% mua tool 5 lít c.k ví zalopay,14
đang nợ ngập đầu ib 09x tao phím xq trúng k bùng k hoàn phí đóng quỹ 1 củ 5,14
nhận bao đậu visa mỹ cho hs rớt ko cần phỏng vấn đóng trc 50 củ vô bank gởi giấy tờ,15
suất xkld nbản lương cb 50 củ cọc lót tay cho môi giới 5tr chuyển lẹ bay tháng sau,15
xin việc trang trại úc lương ngàn đô đóng 100tr lo vé máy bay bảo lãnh 100% đỗ,15
tuyển đho xklđ hàn ko cần tiếng cọc cty xuất nhập khẩu x 30tr xử lí hồ sơ trống,15
định cư can bảo lãnh cả gia đình thủ tục dễ lắm a ck cọc mbbank 2k u e làm hs cho,15
chạy vi sa trượt pv sang xhcn đức phí dịch vụ 5 chẹo a e bắn ví momo,15
cty mô giới hằng hải xklđ malay lg 80c tuyển thuyền viên ứgn tuyể đóng mạng 2 củ,15
gói làm giấy tờ xuất ngoại ưng mỹ làm giả chứng minh tài cc đóng 9 triêu cọc bay,15
suẩt bay chui qua anh hái cần sa 4 tỷ việt cọc nửa 2 tỏi dưa lên công ty ảo sài gòn,15
có quota eps nông nghiệp xin visa cho ng cư trú bhp đóng nhẹ 15 củ phí bv,15
tk bạn vừ bị tự động trừ đi 5 củ gia hạn vip spotify nếu k đồng ý click url để hủy,18
apple bill report m bị charge 500k cho cờ lút đì click đây nhâpp tk bank claim lại,18
gói bhnt tự động mbbank bị charge nhầm kĩ thuật để hủy yc chuyển cọc chống lặp tk,18
cskh tiktok thông báo t k bị trứu 3tr gói chạy sđ click đây để điền mã otp xin rút,18
sim m tự động trừ 500k dv nhac cho nếu k phải b hãy c.k phỉ hỗ trọ hủy theo qđinh,18
fb báo m đăng kí ads facebook bị trừ lương 2 củ vào hủy biên lai bằng thẻ ẳo momo,18
netflix gia hạn member vip cao cấp trừ 8 lóp vào visa gọi 1900 xxxx nộp phí khiếu nại,18
bạn đg bị trừ ví momo 200k/ngày vì bh xe đạp để hủy sms mã otp vào nùi số nầy,18
ngan hang thông bao tai khoan trừ đi 50.0000 vi phi quan ly gui 1m ho tro go rối,18
tin nhắn charge 15c qua zalo pay thẻ thanh toán quốc tế clíkc hỉuy đóng 1 tr cọc,18
thằng chóa m vay áp loli k trả t tạt mắm vô nhà ck trả lãi phạt ktao khủng bố call,19
alo ba má con m nó giựt họ bốc 5 củ h đẻ 50 tiệu thay cha ck tk cầm đồ số x ko chết cha nha,19
tao xăm chữ đít m đang nợ nặng lãi thằng trọc m ck trả lãi ngày 5 lốp lẹ đm,19
m dính bốc bát họ của giang hô đâm thuê ck nhanh tiền mạng r tao tha ng nhà m dmm,19
con đũy bn m lấy info m cắm tín dng 80tr thanh toán gấp k t sã đăng xhh nát hìn,19
hôm nay m k c.k trả nợ cty tài chính cho vay nặng tao chép sệch vợ mày đưa lên mxh,19
dân tài chính choi trò ddos mạng gọi cháy máy ng thân m c.k tiền bùng lãi mẹ lãi con,19
app fe doctor vay nhanh của m quá hạn x3 lãi suất nộp 10 cú vào stk k tao kiện lừa xèng,19
tao lụm đầu m vì nợ ko trả cho đại ca ck chuyển trả góp 2 củ/bữak tao dán cáo dán m,19
những th chúa bùng ấp vay t cảnh cáo mày nạp đủ xeng cho anh tài đưng để rớt răng,19
công ty luật thu hồi nợ xấu vốn lừa đảo quốc tê cọc hồ sơ 5 củ giải ngân x8 tiền tk,20
tao chuyên lấ lại tièn scam cho hs bỉm sữa phí dv 3 củ ck trc 5 lốp tao lục tk scam,20
bên ủy ban kĩ thuật hỗ trợ ck nhầm sàn tkt cọc 1tr tiền phí xác minh là hồi tiền nha c,20
chiên gia rà soát rác id của c.a mạng bao lấy vốn vụ sụp binance phí 2 lốp mua tool trút,20
mới dính quả xklđ à e bên luật sư rành vđe ni cb mbbank a 5 chẹo ả đòi x 100% ok,20
cơ quan giám sát dòng tiền gd tài chính dọa đòi án lừa nhận hồ sơ khiếu kiện 1 củ,20
anh là it hệ thổng bẻ mã cướp lại u usdt bị mất tống tièn phí code hack 3 chai nhen m,20
team ngừoi tốt bóc trần đường ray scam đòi lại vnd cho m vs đkien tthu phím xủ lí 1tr,20
có chị nt a bảo dính vneid bay củ tk e bank a ít card đt a dùng code cứu lúA VỚ vẩn,20
anh là luật sữ chuyên trị scamer cọc hợp đồng bảo lảm cho t 4 củ thì lấy xeng đc chớ mậy,20
